date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_mlp_30,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1949-01-01,1472.4026315789465,1540.174718659369,1614.7986552471796,1880,1553.5340880817564,1933.9856433428845,1805.5038211538829,1700.1070700894186,1946.737616686484,1801.8267546279803
1949-02-01,1454.7710526315782,1516.6499199367477,1593.405778195703,1930,1659.7581302317456,1924.142354971164,1861.8689784844569,1891.9167268764031,1920.0382763384189,1972.4933342381905
1949-03-01,1591.4552631578938,1647.4409085529314,1726.134879014617,2060,1684.9848959828128,2053.185689511821,1957.53714997159,1877.9953113659617,1982.7815379669228,2123.912197696288
1949-04-01,1699.507894736841,1749.6003173662118,1830.0385892828697,1843,1822.1829833442048,2121.5484272168123,1863.2850673893545,1875.2715768436888,2044.2205330800784,2037.8785889504047
1949-05-01,1762.4026315789465,1806.6018307026832,1888.5905932109872,2052,1955.7760853721825,2138.687668806007,2200.992788523069,1905.3421802619364,2085.3814693783934,2155.1135323758826
1949-06-01,1916.8763157894728,1955.1822897114127,2038.5277329042333,2039,1917.1641948706688,2266.962148436801,2260.1202546806853,2270.9909097856057,2220.651094997744,2258.6436794666515
1949-07-01,2307.0868421052623,2339.499588121153,2424.007903099451,2351,2579.39463418317,2466.5137574813493,2526.8406847788806,2250.106400967279,2249.044692701502,2004.7292417418575
1949-08-01,3411.8763157894728,3438.395827846536,3523.873209059796,3394,3363.1923361201707,3112.6185945619177,2868.999684278088,3086.475699791212,3762.607581117477,3997.7711969854863
1949-09-01,2662.0868421052623,2682.7131321167444,2768.9657560484266,3581,2904.203181426795,2846.6459543004894,2759.787611963146,2729.1471081932914,2548.4353384914266,2004.7211172974676
1949-10-01,2193.034210526315,2207.7672754732785,2294.6013335390285,2489,2208.0982797043425,2984.594223440351,2786.572610258561,2855.27036322904,2640.605934145344,3569.3301790532096
1949-11-01,2013.5078947368413,2022.3477315388857,2109.569415215811,2468,2136.445809233389,2447.210598083738,2352.3417318852685,2375.26492828082,2469.6987478975752,2422.4311744070937
1949-12-01,1774.9815789473676,1777.9281869613233,1865.3436852893008,2134,1892.327590083691,2239.320614258432,2301.1784314300703,1949.118997365524,2226.1934964846605,2324.391009646777
1950-01-01,1598.1951754385957,1595.7396557802526,1711.2244619976525,1903,1649.6468698753056,2070.482450931117,1998.127050777557,1749.1573371092868,2046.4588016074365,2068.47795713442
1950-02-01,1580.5635964912271,1573.1970613476833,1688.5203519306006,1719,1754.5732508075062,2033.956729961612,1954.8161363443087,1904.5861866996213,1992.470344726052,2031.2242671911772
1950-03-01,1717.247807017543,1704.9702542539198,1819.9705216678208,1617,1778.5344663287513,2029.406107196108,1889.716494945145,1961.463906145873,2074.5844593709207,1861.410564210848
1950-04-01,1825.3004385964905,1808.1118673572528,1922.627602788264,1818,1914.4991144482888,1992.4547221399064,1743.5577115070214,1684.688540677444,1683.141804259445,1487.0467328431105
1950-05-01,1888.195175438596,1866.0955849837767,1979.965279502452,2067,2046.8908882223773,2110.0116713746493,1960.636410461235,1812.65659019728,1980.5450024229017,2014.7293149792858
1950-06-01,2042.668859649122,2015.6582482825595,2128.720393915652,2457,2007.109780454941,2224.1421048950897,2281.1050623001947,2083.9487859631568,2195.699723519924,2114.1848580386477
1950-07-01,2432.879385964912,2400.957750982352,2513.050840764705,2600,2668.203113489488,2698.725168540336,2687.639092248723,2610.4808371638,2317.670010183856,2827.1805044677103
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3450.8958201364994,3306.456967995082,3144.0762964072896,3132.5648938290583,3950.114521213785,3696.292514290544
1950-09-01,2787.879385964912,2746.1357035580486,2855.806152822998,2693,2990.8337811411016,3577.912782447563,3320.2813015851143,3430.434535972924,2955.789534250798,3763.868532694054
1950-10-01,2318.8267543859643,2272.172051204635,2380.388912769081,2448,2293.688106104594,2725.543317076077,2620.7852700485737,2635.512150166266,2185.362043995555,1655.914076345558
1950-11-01,2139.3004385964905,2087.734711560295,2194.336478835228,2250,2221.026973307552,2495.2768998701727,2487.415219210812,2396.896972220887,2356.6332822085787,2467.646129806706
1950-12-01,1900.7741228070167,1844.297371272785,1949.1225352319632,1972,1975.932202819732,2192.076661085717,2154.494742512468,1971.206384954336,2083.927275864969,1948.5292143036695
1951-01-01,1723.9877192982449,1663.091044381767,1794.047400197443,1682,1732.307042261191,2002.6536193907416,1868.5228541074648,1783.0878440838892,1834.4339849892567,1791.814020984502
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214018,1730,1836.321093831204,1840.204670666564,1683.700693133692,1701.397576471759,1632.1512663734024,1522.053546116792
1951-03-01,1843.040350877192,1774.286051435539,1900.9785421835145,1814,1859.4020909782264,1878.897587188282,1749.5618188957487,1612.1059380812987,1650.0431531642243,1686.8407215299721
1951-04-01,1951.09298245614,1878.409868828925,2002.776617362732,1900,1994.5186317115088,2021.3924378814413,1816.3568380364904,1765.9025709790635,1735.5211881898458,2047.434158122801
1951-05-01,2013.9877192982449,1937.3757907455013,2059.2875900695763,2051,2126.094409087308,2188.512920383572,2202.799809025212,1986.758955106384,2059.432309280204,2243.4280200421053
1951-06-01,2168.461403508771,2087.9206583343366,2207.248302409315,2290,2085.5294159095506,2435.181010205792,2416.2864327225125,2401.6011572792167,2243.0639720915115,2468.4861835101747
1951-07-01,2558.6719298245607,2474.202365324182,2590.8166491187885,2599,2745.870974521742,2744.4341156470264,2728.788079866471,2567.553110175609,2505.690404479523,2467.44506061623
1951-08-01,3663.461403508771,3575.0630136296704,3688.834735461154,3428,3527.844017734365,3174.0527430359903,2972.0339559666363,3087.5658758907,3447.2218188010147,3571.6909563151858
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3067.094426292545,3072.884291689687,2956.052464665356,2951.827483933006,3216.806776688809,2650.626362720499
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2369.293309797582,2483.550921091401,2370.823476343491,2473.714213768137,2018.596594080968,2068.52427859025
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2296.0088465300514,2264.6624653623826,2274.8993428849053,2121.647643095315,1945.350122515054,2069.144314553714
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896383,1825,2050.322856559709,2022.9634877172048,1974.6378102946155,1767.0494582589138,1810.473888536565,1873.8077290193778
1952-01-01,1849.7802631578936,1742.228884463913,1867.918948325576,1670,1806.1385875066128,1861.170430536143,1741.5741710635175,1680.8246884605755,1564.454436928192,1587.284463239193
1952-02-01,1832.1486842105253,1721.650698611449,1843.75524184713,1681,1909.6256415700368,1841.209893817581,1749.1544092206773,1762.3701941924594,1574.520393196577,1766.5063275764114
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407207,1713,1932.211752198438,1931.9919983673324,1795.587755856896,1701.1180358040058,1586.8698042319584,1808.117746093355
1952-04-01,2076.8855263157884,1960.4943217812288,2075.1371114852973,1954,2066.8655174010646,1986.95592812284,1804.1954703380447,1754.9390850293823,1792.4934808245737,1839.3220556653432
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391384,1876,2198.010630234176,2135.943013850513,2211.0624336461915,1984.3090545228729,2064.0757810885334,2161.4815832618283
1952-06-01,2294.25394736842,2171.969519866745,2278.762936864247,2272,2157.0470835016963,2269.715557738094,2260.4087148629405,2284.2902773060905,2292.972049805392,2166.5223299789304
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640726,2612,2817.0221995471325,2684.39435850522,2680.3437524856395,2525.402249487899,2496.1662001117747,2616.282520961212
1952-08-01,3789.25394736842,3661.076283742184,3759.632717983981,3590,3598.660911180966,3034.7348630131014,2829.8383556024023,2982.9733062948367,3402.31706455876,3486.827789796106
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,3137.6090991483247,2886.170529707978,2802.547088833825,2776.7532383512985,2527.949162726716,2472.0154332535276
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2439.5378730505063,2457.412065039796,2360.353901183736,2456.9274381954974,2391.274556499628,2521.321051260318
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2366.0154111680868,2268.8184241257363,2286.001585333981,2119.060546452782,2195.558485689039,2358.916713177783
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615825,2090,2120.123533570823,2050.985174066736,2010.2038095966905,1766.710690535487,2020.759905111632,2101.7918491040355
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610747,1812,1875.765487878772,1941.240382367185,1853.712881949536,1742.263999170061,1841.8684165104205,1989.3702850226937
1953-02-01,1957.9412280701745,1813.5571944642784,1913.1785149868097,1788,1979.1108762912063,1874.6076359552203,1759.8157178497072,1803.8954763219035,1852.2640728521565,1872.2450962711282
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184635,1837,2001.587432256585,1953.9523878268487,1819.494441363463,1675.7432857507474,1915.4649992257189,1865.6744263007527
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634985,1993,2136.163753784157,2052.159336276747,1820.5449673486512,1784.7165057326556,2021.0194374229973,2120.4484425788137
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979468992,2021,2267.26353393018,2106.013694969407,2157.16037330437,1893.142197179378,2065.683179986679,1961.1460425621171
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759471,2199,2226.2867654985776,2347.070659818836,2327.726439978824,2328.194353580233,2381.239722657476,2463.354906277632
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2886.2807708328583,2725.7064562485552,2701.7071255798683,2533.1301527249866,2609.9441725559764,2590.1216644680417
1953-08-01,3915.0464912280695,3758.8760053353294,3828.84415136027,3787,3667.970482743504,3177.812773310017,2952.894970067872,3075.5818198929765,3529.749554751544,3640.6178861544813
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914,3207.00178197564,3138.628777513312,3015.004923588928,2971.032909062935,2554.2235968120904,2735.2709154455306
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226852,2487,2509.0457781305663,2807.7356996866624,2646.13817294501,2770.294400808906,2726.686745161452,2908.568195749337
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2435.670649488858,2485.07049089587,2463.480922182373,2354.200606006341,2482.9406570020947,2436.8956376603783
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2189.958216120272,2199.950082345504,2167.753502797681,1881.5053701419067,2056.640816530725,2112.9323047361286
1954-01-01,2101.365350877192,1935.8639190700976,2007.413788282964,2124,1945.8117256448656,2028.901301617407,1935.659370558618,1766.8057646248608,1891.643382800355,1897.2206665186327
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219465,2214,2049.400780261912,2033.03707997002,1944.0433062593804,1971.9656573450216,2047.092538308435,2150.4524210251157
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695767,2234,2072.1531134198685,2174.3806753770696,2029.779366072887,1995.3322305771765,2188.910692110557,2310.244896479223
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2207.037323127985,2286.803059071249,2024.794275527249,2001.410189007153,2397.59239757924,2438.4505842848066
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151458,2423,2338.477102442518,2315.1422867203974,2308.570741146188,2025.8295593825644,2251.754149424397,2343.051086184778
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2297.8724441673944,2499.836850700852,2518.407212288241,2374.542422154437,2605.205970226212,2656.282597054118
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.27067064612,2829.595004982435,2812.6780251246005,2627.779619743739,2862.1593079036884,2776.1760239737614
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069047,4485,3740.396714689177,3470.152845207705,3231.7182682843563,3319.3369370155874,3981.396229431487,4109.749899176176
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731529,3085,3279.89645704169,3673.9962981629214,3404.022861758712,3418.1437856164325,3287.061570222675,3639.738734329175
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565393,2852,2582.4410073049617,2987.9649928185554,2721.621526838077,2904.1767979361457,2942.9117598776284,2715.814115342726
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254849,2629,2509.598543759565,2676.099494107129,2669.425787642692,2474.5776673147566,2725.3903657133005,2720.5583315747444
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2264.450886475257,2443.885240448425,2410.550259902487,1984.1048156271584,2468.03760941908,2509.428652118081
1955-01-01,2227.157894736841,2050.3611135941374,2082.3400370702666,2227,2020.9012830720944,2363.956025364919,2251.7332497378843,2079.7625409426496,2317.5283871793417,2465.427460102148
1955-02-01,2209.526315789473,2032.729540611831,2058.89411002412,1944,2125.119335749352,2325.677504838712,2275.5313007974464,2309.4593554348,2340.9693424101124,2366.048688419709
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451656,2125,2148.532777955488,2325.776825126617,2142.5541335011585,2135.4948329210665,2142.592934682514,2021.4765899932027
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260,2284.110207699748,2439.76092366238,2132.027823412423,2053.6021398003368,2276.4975961192904,2183.02068516134
1955-05-01,2517.157894736841,2340.361128598713,2349.0826446751485,2299,2416.2753180383925,2506.5639892681565,2490.7212029936154,2194.533541647301,2357.0249417504992,2458.85475711442
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2376.4281017753465,2571.794534825656,2562.3265441951053,2513.0078653093137,2347.4866481199406,2218.222807885525
1955-07-01,3061.842105263157,2885.0453374978147,2882.1381590039045,2659,3037.6158812541166,3131.217731142354,3098.943063622497,2858.777532026273,2907.7742384582943,2973.159563438485
1955-08-01,4166.631578947367,3989.8348029635135,3981.1132845893353,3761,3820.5635892851847,3754.421975214944,3425.8820832364263,3596.6142636985105,4038.965598575899,4287.093069282959
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,3360.917106613677,3511.0659716520336,3301.0110780841965,3270.817940896104,2743.660015664742,2411.202516188222
1955-10-01,2947.789473684209,2770.992702070887,2750.6424831286167,2761,2664.347542840892,3020.8995821312537,2831.805084679833,2955.992263063413,2463.585475053731,2589.2693782087863
1955-11-01,2768.263157894736,2591.4663838768097,2565.3018192403624,2446,2592.4230762474062,2805.457684569845,2739.312116632592,2649.99914156366,2441.98325304631,2578.801738131733
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2348.2255269029765,2515.250351415169,2425.781412787385,2180.217970322128,2272.578167906351,2291.402954737726
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2105.6581424276583,2304.385953692786,2193.6768020855093,2085.446180718047,2063.447005838523,2114.7615358589246
1956-02-01,2335.318859649122,2159.9953909065543,2144.489388879798,1881,2210.890525020727,2077.8962221637603,2011.417791204061,1976.1891817682065,1821.3105596980467,1645.353134811252
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2235.3504081306405,2206.7536437518315,2080.9048836923566,1994.10804225867,1944.7964647125275,2101.459804063906
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037022,2199,2372.006389766645,2380.812380307344,2135.8979801273254,2106.377869228993,2142.348317926136,2365.492437408646
1956-05-01,2642.95043859649,2470.5735917635943,2437.9152538059298,2308,2505.2821629850023,2421.243424734733,2383.2744076837857,2205.2601752994287,2292.6481602948625,2285.8857419279457
1956-06-01,2797.424122807017,2626.029480802693,2587.7183038771423,2529,2466.577720589633,2532.0133472093944,2488.795603549765,2468.8947635057025,2228.112918046335,2357.617404642786
1956-07-01,3187.634649122806,3017.222209242801,2973.2904979875,2573,3128.940384924049,2957.7023409824974,2926.6574010999866,2676.8065796388737,2774.352124124238,2913.345577284759
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400159,3946,3913.095088798727,3325.365659051212,3070.144616941683,3194.611334849896,4060.843442770123,3734.701703702558
1956-09-01,3542.634649122806,3374.186613299129,3319.1107393782795,3200,3454.6877129587965,3400.25902344146,3275.1472475229507,3172.7906981439955,2806.723760822857,3016.2777978343292
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955466,2574,2759.389367005557,3125.928019588873,2880.4102181553208,3033.89501325539,2876.90077444511,3220.1626231635964
1956-11-01,2894.055701754385,2727.5720727820067,2661.481241136168,2422,2688.7682292195823,2644.655755118025,2554.500739073401,2503.401283348573,2486.6485372491134,2314.1696750903393
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446,2445.9061196706307,2365.256304560589,2328.521804341972,2027.033391591216,2227.893366873413,2295.034497694349
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657212,2828,2204.706285978757,2209.931919420917,2105.5765276232805,1881.354759626648,2091.8702211722702,2096.1934799319006
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2311.338330343237,2396.6857138532428,2311.872540982899,2301.4501099156378,2407.069535848132,2860.983136034718
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2337.229986212528,2644.43816991807,2503.279701950621,2517.3867007790623,2905.136984827648,3221.9999759532584
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854387,2835,2475.349851595878,2707.216070106064,2416.713528995614,2407.4677118698464,2853.957148452494,2901.176594319337
1957-05-01,2768.7429824561395,2612.5725064091066,2542.604358086516,2585,2610.121619549545,2760.9019718165614,2716.3012399641207,2331.1488408717573,2897.5513764678635,2970.01639429073
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237778,2787,2572.9452828774542,2735.4346366755994,2723.633469903258,2553.726293306004,2817.8779052974987,2879.709525471185
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3236.868163923114,3037.611242141993,3047.5299352376696,2784.83823050782,3066.490056054574,2882.4646496261994
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980544,4746,4022.615195497005,3794.098203268124,3496.553016339144,3594.4743414554573,4598.273226424708,4742.582163662835
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3565.8322583442514,3972.813147176359,3607.524478080215,3695.425000362426,3770.81687168409,4028.3354806220523
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845206,3463,2872.190462066157,3317.438892245936,3022.923773784381,3104.1594428020508,3358.173752999255,3032.0398949362643
1957-11-01,3019.8482456140346,2875.4642131678343,2775.8428974212898,3274,2803.257984943294,3089.131054134893,3049.2973528708003,2763.3164974344168,3140.227955865856,3368.2059020911975
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651363,2801,2562.116647045418,3011.8875882207326,2963.041508053016,2498.488121804309,3198.6634411760806,3355.3614728416896
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2322.6696959925903,2950.376070793511,2877.244324340441,2682.184665145041,3015.647233898225,3244.491357989951
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2431.086733984081,2812.294607818969,2748.915807167752,2780.978864987191,2715.9089328706305,2590.5714550596294
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181071,2428,2458.79549446835,2806.096329152718,2644.5052590086143,2555.691657498996,2707.301458926191,2332.7604303638736
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2598.7645754546456,2840.7696325252227,2505.414269843788,2503.756962873569,2657.630920441685,2482.433141433711
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959284,2744,2735.417669999223,2854.965463949121,2830.259956129327,2527.8832693424542,2613.690048175185,2487.4251059513836
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605828,2772,2700.15477090601,3102.732968323073,3017.5678311391475,2944.8505865977163,2952.827128616708,2979.4773906480077
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122635,3520,3366.0232005185144,3622.677665454789,3506.847335060812,3258.216596038329,3085.3079625306946,3355.644524375535
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809511,3833,4153.747891647216,4291.748214663574,4029.4528315494977,4098.664710184715,4557.493740505441,4976.195623382084
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296106,3377,3698.97472503724,3953.5217687580607,3701.845591374874,3710.5755571031095,3274.4537088830184,2785.8515150404255
1958-10-01,3325.167105263157,3211.7225103582127,3093.30038995662,3013,3007.3748102898903,3688.948744142144,3453.940285190892,3507.161887920877,2906.6835564745124,3260.1867005964677
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747507,2871,2940.516325685738,3315.07043504879,3153.56483086368,3055.593679551275,2852.617668510902,2853.110411128946
1958-12-01,2907.1144736842098,2799.5630990672043,2673.873048994526,2592,2701.481091294541,2929.4748587667486,2787.9006122089977,2577.1641112487323,2579.71740776787,2442.587468176642
1959-01-01,2730.328070175437,2626.214406496607,2525.105055454102,2375,2464.1723547363576,2639.92197503972,2529.794221580535,2402.859972667651,2609.4389480750306,2297.0908947958596
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2574.75971821046,2533.8365956968173,2450.9669552083287,2388.60491033669,2358.9496750089147,2342.1265537162963
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415386,2464,2604.6709151653063,2602.3616225095884,2426.957150310936,2352.49964950318,2262.9825896095645,2373.7544453309256
1959-04-01,2957.4333333333325,2865.106133905028,2754.306189928024,2557,2746.8745436101462,2799.825995698264,2610.102027122277,2466.8206899679453,2511.748669102958,2798.2831189603785
1959-05-01,3020.328070175437,2931.9296901420253,2818.1579660131924,2739,2885.7942966012347,2877.645528288407,2773.6193623015984,2646.2065553087327,2421.8264626730206,2662.3241258290145
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202313,2714,2852.8301669424995,3102.640008328245,3040.30862847646,2880.7421907619105,2771.0584830533,2801.678501204544
1959-07-01,3565.0122807017533,3484.471533361547,3365.143878232225,3102,3521.029476977448,3506.6764162288505,3321.812137654373,3255.594249208541,3294.38921096169,3511.01263070834
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366085,3961,4311.11715951656,3706.876170473379,3474.589262433583,3458.2189078643114,4096.696249395776,3470.4912748228626
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670528,3772,3858.739095304963,3787.628988835105,3544.4596772199584,3527.336238637604,3243.8098446354616,3535.7464582130406
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088133,3245,3169.5663939439573,3581.6387678457604,3319.5256190494447,3372.565581026844,3226.7241118635084,3455.8001916022677
